id,primary_property_type
103815,Office
158873,Multifamily Housing
252065,College/University
242586,Multifamily Housing
251341,Multifamily Housing
256424,College/University
251692,K-12 School
254570,Multifamily Housing
256679,Multifamily Housing
253984,Office
121286,
250071,Multifamily Housing
135032,Office
113621,Multifamily Housing
251783,K-12 School
166543,Retail Store
251587,K-12 School
256677,Multifamily Housing
106221,Multifamily Housing
156413,K-12 School
239946,Multifamily Housing
116066,Multifamily Housing
116720,Senior Living Community
251254,Multifamily Housing
251639,K-12 School
158412,
254010,Multifamily Housing
256832,
134911,Office
238595,Multifamily Housing
160293,Multifamily Housing
241168,Multifamily Housing
173594,Office
101569,Adult Education
251621,K-12 School
251767,Multifamily Housing
119885,Senior Living Community
102552,Multifamily Housing
129652,Multifamily Housing
175085,
251515,K-12 School
132823,Senior Living Community
104239,Multifamily Housing
156900,Office
188280,Multifamily Housing
103782,Hotel
113509,Multifamily Housing
251270,Multifamily Housing
124056,
117005,
255148,Multifamily Housing
117309,Senior Living Community
159424,Multifamily Housing
251459,K-12 School
250090,Multifamily Housing
137334,Multifamily Housing
243776,Multifamily Housing
244613,Multifamily Housing
251863,K-12 School
160304,Multifamily Housing
251710,K-12 School
105472,
254174,Other
175567,
233591,Multifamily Housing
103602,Office
158061,
253972,Multifamily Housing
175551,Supermarket/Grocery Store
159649,Multifamily Housing
252262,
251379,Office
260118,Multifamily Housing
159729,Multifamily Housing
111724,Multifamily Housing
158361,Hotel
104385,
254038,Multifamily Housing
251793,K-12 School
172318,Multifamily Housing
126411,Retail Store
251911,K-12 School
251568,K-12 School
252046,Fitness Center/Health Club/Gym
160395,
256659,
251439,K-12 School
172385,Pre-school/Daycare
256539,
112530,Multifamily Housing
160379,Multifamily Housing
172761,Multifamily Housing
250121,Hospital (General Medical & Surgical)
144123,
106128,Multifamily Housing
251418,K-12 School
233452,Multifamily Housing
113726,Multifamily Housing
172540,
160323,Multifamily Housing
105340,Multifamily Housing
251550,K-12 School
255921,Medical Office
131428,
256808,
137704,Office
172078,Worship Facility
176018,
255149,
116752,Multifamily Housing
253965,Office
121059,Mixed Use Property
251464,K-12 School
256573,
101739,Office
100867,Hospital (General Medical & Surgical)
100375,Multifamily Housing
260091,Multifamily Housing
176022,Retail Store
101815,Multifamily Housing
101899,Multifamily Housing
251502,K-12 School
125148,Supermarket/Grocery Store
174157,
101329,
172812,Multifamily Housing
251661,K-12 School
251945,College/University
137104,
101185,Data Center
175858,Multifamily Housing
163266,Worship Facility
140771,Multifamily Housing
101851,Hotel
160029,Senior Living Community
254062,Multifamily Housing
254159,College/University
102473,
175914,Hotel
256575,
115784,Multifamily Housing
251438,K-12 School
175882,Other - Mall
251676,K-12 School
256813,
105006,Multifamily Housing
128243,
172115,Multifamily Housing
160445,Multifamily Housing
250133,Supermarket/Grocery Store
173632,Residence Hall/Dormitory
157919,Residential Care Facility
105936,Multifamily Housing
251298,Outpatient Rehabilitation/Physical Therapy
103689,Office
112834,
244200,Multifamily Housing
256456,
101559,Office
101707,Office
253956,Multifamily Housing
260037,Multifamily Housing
160257,Multifamily Housing
102286,Medical Office
101975,College/University
173494,
256790,
260051,Multifamily Housing
251733,K-12 School
103573,Multifamily Housing
105709,
251643,K-12 School
252025,K-12 School
251609,K-12 School
120218,Wholesale Club/Supercenter
256731,K-12 School
256777,Multifamily Housing
160198,Hotel
103611,Office
101724,Multifamily Housing
251235,
173766,Multifamily Housing
255014,Hotel
105490,Multifamily Housing
222707,Multifamily Housing
160347,Multifamily Housing
134363,Office
230281,Multifamily Housing
251530,K-12 School
252028,Office
103645,Office
101527,Multifamily Housing
133879,Retail Store
222943,Multifamily Housing
254996,
256076,Multifamily Housing
141031,Multifamily Housing
132533,Mixed Use Property
254099,K-12 School
250052,K-12 School
174693,
173863,
252035,Multifamily Housing
158651,Multifamily Housing
256646,
241915,Multifamily Housing
103264,
251665,K-12 School
165717,College/University
114201,Multifamily Housing
252319,Multifamily Housing
172615,
109276,
238367,Multifamily Housing
251958,Medical Office
251893,K-12 School
251385,K-12 School
175725,Multifamily Housing
240959,Multifamily Housing
101935,Office
251387,K-12 School
250087,Multifamily Housing
171995,Strip Mall
147834,Multifamily Housing
251210,Senior Living Community
119238,Supermarket/Grocery Store
111000,Multifamily Housing
256737,
161628,K-12 School
113670,Multifamily Housing
256710,
251583,K-12 School
175265,
175986,Multifamily Housing
118140,Wholesale Club/Supercenter
114861,Multifamily Housing
251403,K-12 School
254024,Multifamily Housing
256410,Laboratory
250001,Office
251896,Office
251268,Multifamily Housing
105785,
156871,Multifamily Housing
252313,Office
254616,Office
250037,K-12 School
159091,Multifamily Housing
165020,Multifamily Housing
175494,
243071,Multifamily Housing
101961,Office
242510,Multifamily Housing
112395,
165827,
254012,Multifamily Housing
251421,K-12 School
105820,
105252,Multifamily Housing
156543,Multifamily Housing
103681,Residence Hall/Dormitory
255967,Enclosed Mall
116462,Senior Living Community
101988,Office
175975,Office
252291,Multifamily Housing
253991,Multifamily Housing
129344,Multifamily Housing
250017,Other - Recreation
101657,Multifamily Housing
251625,K-12 School
142211,Multifamily Housing
161872,K-12 School
175818,
135716,Other
251754,K-12 School
256658,Multifamily Housing
250062,Adult Education
101545,Multifamily Housing
160438,Office
157280,Multifamily Housing
251446,
103871,Multifamily Housing
256630,Multifamily Housing
113752,Multifamily Housing
109191,
252303,
250145,Office
251221,Office
100179,Hospital (General Medical & Surgical)
254049,Multifamily Housing
236345,Multifamily Housing
254009,Multifamily Housing
243913,Multifamily Housing
160299,Multifamily Housing
251687,K-12 School
171887,Multifamily Housing
256778,
175978,Senior Living Community
255740,Multifamily Housing
116752,Multifamily Housing
132388,
116336,Multifamily Housing
101682,Office
251443,
101969,Office
238712,Multifamily Housing
125204,Multifamily Housing
159099,Hotel
166134,Other
173874,
255020,
251334,College/University
160285,Multifamily Housing
156942,Residence Hall/Dormitory
256408,Laboratory
109576,
251996,Multifamily Housing
256890,Multifamily Housing
251551,K-12 School
243071,Multifamily Housing
112437,Multifamily Housing
129963,
101920,Office
254567,Multifamily Housing
174164,
251281,Multifamily Housing
159981,Multifamily Housing
252297,Multifamily Housing
112760,Multifamily Housing
175421,Multifamily Housing
111959,Multifamily Housing
251320,Supermarket/Grocery Store
121038,
175892,
250122,Mixed Use Property
101826,
101883,Hotel
251560,K-12 School
114120,Multifamily Housing
256430,
113396,
175813,Multifamily Housing
173733,Multifamily Housing
175046,Multifamily Housing
156609,Wholesale Club/Supercenter
250147,Office
251712,
251614,
117948,Senior Living Community
175546,Multifamily Housing
172765,Multifamily Housing
242313,
172759,Multifamily Housing
111000,
252262,
172607,Multifamily Housing
252112,Supermarket/Grocery Store
101867,Office
159896,Multifamily Housing
235438,Multifamily Housing
251620,K-12 School
109549,Multifamily Housing
101217,Multifamily Housing
251627,K-12 School
104879,Multifamily Housing
256571,
175735,Multifamily Housing
101765,Office
114191,Multifamily Housing
103716,Hotel
251920,Multifamily Housing
158236,Hotel
254008,Multifamily Housing
255010,
257034,K-12 School
106025,Hotel
113933,Multifamily Housing
250079,Multifamily Housing
160450,Multifamily Housing
256545,Hotel
102286,Medical Office
133159,Mixed Use Property
100438,Multifamily Housing
172641,Senior Living Community
250101,Multifamily Housing
251383,
159651,Multifamily Housing
256607,Multifamily Housing
134280,Multifamily Housing
134776,Hotel
102125,Medical Office
159733,Multifamily Housing
251690,K-12 School
251282,Multifamily Housing
256857,
114866,Multifamily Housing
251865,K-12 School
251518,K-12 School
131155,Office
251393,K-12 School
256555,Office
113485,Multifamily Housing
102079,Fitness Center/Health Club/Gym
101789,Office
116215,Multifamily Housing
172707,
251399,K-12 School
256424,
254379,Multifamily Housing
251754,K-12 School
159661,Multifamily Housing
160099,Hotel
251387,
110854,Multifamily Housing
252258,Multifamily Housing
160211,Office
250052,K-12 School
251379,
175727,Office
104250,Multifamily Housing
144572,Multifamily Housing
101940,Enclosed Mall
172613,Multifamily Housing
159276,Other - Public Services
159999,Multifamily Housing
256808,
117188,Multifamily Housing
106184,
253967,Multifamily Housing
175130,
105034,Multifamily Housing
251647,
222943,Multifamily Housing
256880,Multifamily Housing
105150,
242148,Multifamily Housing
158412,
250107,Multifamily Housing
172584,
239994,Multifamily Housing
132161,
172637,
172387,
251567,K-12 School
158774,
253952,
251909,K-12 School
101943,Office
175867,
252013,
255002,
175743,
256885,Multifamily Housing
102408,
254977,Supermarket/Grocery Store
130442,Office
256542,
119676,Retail Store
254989,Performing Arts
158402,Hotel
251564,
160046,Office
256263,Office
155614,
250092,Multifamily Housing
175265,
254225,Fitness Center/Health Club/Gym
252040,College/University
240338,Multifamily Housing
146019,
251677,K-12 School
175845,
172679,Retail Store
119885,Senior Living Community
251388,K-12 School
254409,Multifamily Housing
101950,Office
254997,Multifamily Housing
172610,Strip Mall
242554,Multifamily Housing
251386,
157320,Multifamily Housing
175523,Office
257001,Multifamily Housing
251557,K-12 School
137704,Office
228537,Multifamily Housing
257024,
254004,Multifamily Housing
101804,Office
250051,K-12 School
251315,Supermarket/Grocery Store
173594,
120010,
119223,Retail Store
111724,Multifamily Housing
160451,Multifamily Housing
175728,Multifamily Housing
136845,Office
251896,Office
251250,Multifamily Housing
250067,Office
231297,Multifamily Housing
256490,Multifamily Housing
105608,Multifamily Housing
256788,
112320,Multifamily Housing
251407,K-12 School
251289,Multifamily Housing
121264,College/University
241007,Multifamily Housing
120267,Supermarket/Grocery Store
120876,
176010,Office
105790,Multifamily Housing
240215,Multifamily Housing
256538,
255012,
238266,Multifamily Housing
250109,Multifamily Housing
251290,
111466,Multifamily Housing
251639,K-12 School
250134,Office
136487,Medical Office
253984,
159892,
256779,
159735,Multifamily Housing
256904,
162804,
160444,Multifamily Housing
238595,Multifamily Housing
104239,Multifamily Housing
128321,
254076,Multifamily Housing
100334,
130553,
175441,
253983,Multifamily Housing
251730,
103684,Medical Office
251389,
175734,
254165,
127990,Senior Living Community
172078,
251335,College/University
149732,Multifamily Housing
103628,Office
103205,
254999,Multifamily Housing
251930,Multifamily Housing
252274,Multifamily Housing
103687,Office
251780,
251504,K-12 School
256893,Multifamily Housing
254168,
251297,
251668,K-12 School
244747,Multifamily Housing
163223,Worship Facility
227730,Multifamily Housing
256647,
251319,Supermarket/Grocery Store
119039,Senior Living Community
251501,K-12 School
115956,Senior Living Community
251959,College/University
256775,
256529,Hotel
251726,K-12 School
251650,K-12 School
106052,Multifamily Housing
252326,Multifamily Housing
134775,
255165,Multifamily Housing
252073,Office
251717,
160453,Multifamily Housing
175747,Multifamily Housing
251664,
113335,Multifamily Housing
124961,Multifamily Housing
134783,
254365,
175872,Mixed Use Property
256844,Office
256422,
116144,Multifamily Housing
172126,
175346,Multifamily Housing
113569,Multifamily Housing
175960,
251367,K-12 School
101569,
105653,Multifamily Housing
171880,Multifamily Housing
173617,Office
251322,College/University
158841,K-12 School
132117,Retail Store
251484,K-12 School
251363,K-12 School
244534,Multifamily Housing
159571,Multifamily Housing
164090,Other - Lodging/Residential
172627,
256547,Office
118872,Wholesale Club/Supercenter
251314,
116418,Multifamily Housing
251657,K-12 School
172725,Supermarket/Grocery Store
138730,
118700,Retail Store
100674,Multifamily Housing
160429,
256727,Multifamily Housing
237384,Multifamily Housing
257036,
250175,Multifamily Housing
234641,Multifamily Housing
119564,
101560,Office
174135,
102552,Multifamily Housing
250002,
250044,
175793,
256799,Multifamily Housing
157955,Hotel
173752,Multifamily Housing
172137,Multifamily Housing
129398,Movie Theater
251394,K-12 School
255783,
159283,Office
251709,K-12 School
100470,
173925,Laboratory
250016,
157971,Multifamily Housing
251223,Office
251759,K-12 School
251636,
250100,Multifamily Housing
256250,Multifamily Housing
235635,Multifamily Housing
160219,Hotel
160164,
103812,Office
240068,Multifamily Housing
149143,Multifamily Housing
171995,Strip Mall
251496,
134982,Multifamily Housing
152378,Multifamily Housing
157346,Multifamily Housing
251867,
244449,Multifamily Housing
250113,Multifamily Housing
254364,Hotel
159005,K-12 School
173884,K-12 School
102825,
251328,College/University
134895,Fitness Center/Health Club/Gym
251526,K-12 School
256575,
173768,Multifamily Housing
118892,Multifamily Housing
251612,
159646,Multifamily Housing
208356,K-12 School
251577,K-12 School
101889,Office
251266,Office
162430,K-12 School
103661,Mixed Use Property
160067,Hotel
240557,Multifamily Housing
256425,
251437,K-12 School
146962,Multifamily Housing
256963,
256671,Multifamily Housing
255956,Multifamily Housing
244592,Multifamily Housing
103743,Office
250046,K-12 School
173718,Multifamily Housing
113602,Multifamily Housing
256527,
251269,Multifamily Housing
173488,Office
256411,Laboratory
254056,Multifamily Housing
239016,Multifamily Housing
250137,Hotel
101547,
252047,College/University
111978,Multifamily Housing
114817,
165353,Supermarket/Grocery Store
253954,Multifamily Housing
251758,
254527,Multifamily Housing
134363,
116876,Multifamily Housing
119450,Retail Store
256574,
101812,Office
173948,Retail Store
105938,Office
127778,Multifamily Housing
165730,
255944,
251660,
160157,Office
175884,
256811,Convention Center
160287,Multifamily Housing
256898,
160283,Multifamily Housing
103593,
105339,
254068,
101999,Multifamily Housing
160336,
158303,Hotel
111695,Multifamily Housing
175494,
101691,
243714,Multifamily Housing
256249,Office
101283,
105484,Multifamily Housing
104384,
174157,Multifamily Housing
147895,
129735,Senior Living Community
251332,College/University
173927,
251359,
251455,
175292,Retail Store
242048,Multifamily Housing
116166,Multifamily Housing
116428,
158158,
172788,Multifamily Housing
251398,
254514,Multifamily Housing
256958,
129920,Office
148504,Multifamily Housing
256777,
251558,
158403,College/University
256419,
251256,Multifamily Housing
103711,Office
255014,Hotel
175695,Food Service
251230,Multifamily Housing
251667,K-12 School
103639,Office
105006,Multifamily Housing
160260,Multifamily Housing
101757,
244817,Multifamily Housing
173635,Hotel
173757,Multifamily Housing
159560,Multifamily Housing
102803,Senior Living Community
116408,Senior Living Community
251358,K-12 School
252085,
147834,Multifamily Housing
101813,Office
104836,Multifamily Housing
100984,
254170,
256556,Multifamily Housing
101980,
158133,Office
260025,Senior Living Community
251246,
159287,Multifamily Housing
101643,Multifamily Housing
172055,K-12 School
157887,
164777,Medical Office
255024,
158095,Office
157152,Multifamily Housing
251417,
174321,Multifamily Housing
176015,Multifamily Housing
105596,Multifamily Housing
158644,Multifamily Housing
251866,
131236,Data Center
175850,Supermarket/Grocery Store
251448,K-12 School
256489,Multifamily Housing
109550,Multifamily Housing
251541,K-12 School
251511,
159565,Multifamily Housing
251380,
255921,Medical Office
156845,Hotel
175495,Performing Arts
251445,K-12 School
111862,Multifamily Housing
254369,
252252,Multifamily Housing
102585,College/University
103781,Office
114204,Multifamily Housing
254376,
160349,Multifamily Housing
256570,Multifamily Housing
123973,
102705,Multifamily Housing
100683,
102587,
254072,Multifamily Housing
102745,Multifamily Housing
244593,Multifamily Housing
158453,
160368,Multifamily Housing
127047,
250008,
250020,
103611,Office
160246,Multifamily Housing
159954,Multifamily Housing
112141,Multifamily Housing
103604,Office
243190,Multifamily Housing
112724,Multifamily Housing
242661,Multifamily Housing
157469,Multifamily Housing
100730,Office
131291,Office
251699,K-12 School
173322,Office
104834,Multifamily Housing
256532,Multifamily Housing
256456,
251665,K-12 School
158184,Office
160394,Multifamily Housing
252268,Senior Living Community
101881,Office
242629,Multifamily Housing
252024,K-12 School
238097,Multifamily Housing
159963,Senior Living Community
251326,College/University
252069,
255967,Enclosed Mall
114798,Multifamily Housing
113726,Multifamily Housing
251583,K-12 School
251508,K-12 School
171878,
251964,Office
251649,K-12 School
256773,
250141,
221751,Multifamily Housing
256832,
254067,
173817,Senior Living Community
100393,Retail Store
103608,Office
251461,
164787,Medical Office
102987,
116171,Multifamily Housing
101961,Office
234374,Multifamily Housing
251917,Retail Store
160286,Multifamily Housing
174165,Multifamily Housing
253992,Multifamily Housing
101756,Office
172103,Multifamily Housing
251586,K-12 School
172544,Office
251493,
175529,Office
241410,Multifamily Housing
159302,Multifamily Housing
256830,
101559,
174221,
103595,Office
250053,K-12 School
168538,Multifamily Housing
251450,
175411,
102532,Hospital (General Medical & Surgical)
165717,College/University
254094,Multifamily Housing
105615,Multifamily Housing
256790,Multifamily Housing
254167,
111555,
160070,Multifamily Housing
252058,Performing Arts
251413,
158422,Office
243626,Multifamily Housing
159649,Multifamily Housing
256544,Multifamily Housing
156693,Medical Office
252023,K-12 School
251491,
244791,Multifamily Housing
175603,Strip Mall
106223,Multifamily Housing
105991,Hotel
174002,
256795,
250048,K-12 School
175506,Office
151257,Multifamily Housing
173868,Multifamily Housing
101971,
250029,
251298,Outpatient Rehabilitation/Physical Therapy
251414,K-12 School
255948,Multifamily Housing
250021,
237798,Multifamily Housing
251622,K-12 School
254536,Multifamily Housing
251544,K-12 School
156840,Multifamily Housing
172798,
219559,Multifamily Housing
102029,Multifamily Housing
105244,Multifamily Housing
163619,Multifamily Housing
250065,Library
116534,
253987,Multifamily Housing
100623,
254349,Multifamily Housing
159103,Multifamily Housing
113670,
254378,
252124,Multifamily Housing
251395,K-12 School
173935,
251715,K-12 School
256563,Multifamily Housing
254035,Multifamily Housing
104849,Multifamily Housing
243057,Multifamily Housing
251415,
175049,
175450,Office
252323,
172772,Multifamily Housing
101840,College/University
251723,K-12 School
251884,K-12 School
130453,Office
157587,
173712,Multifamily Housing
251658,
251235,Multifamily Housing
109276,
101913,Office
252027,K-12 School
114638,Multifamily Housing
173870,Multifamily Housing
173907,Multifamily Housing
165224,
229826,
132823,Senior Living Community
110743,Multifamily Housing
132278,Office
120503,Office
250091,Multifamily Housing
130882,Mixed Use Property
111431,Multifamily Housing
251451,K-12 School
251473,K-12 School
172529,Multifamily Housing
103699,Office
255023,Multifamily Housing
251483,K-12 School
173861,Multifamily Housing
260083,
150992,Multifamily Housing
101876,Office
236816,
123202,Multifamily Housing
250001,Office
158647,Multifamily Housing
238365,Multifamily Housing
124236,Office
131428,
256543,Multifamily Housing
252052,Laboratory
251753,
254360,
119349,Supermarket/Grocery Store
175986,Multifamily Housing
159533,Multifamily Housing
159311,Multifamily Housing
252083,
256535,
117174,Multifamily Housing
251727,K-12 School
158083,Hotel
252067,Senior Living Community
255005,Multifamily Housing
235845,Multifamily Housing
104263,Multifamily Housing
254357,Multifamily Housing
124308,
119215,Other
160142,Office
140901,Multifamily Housing
253959,Multifamily Housing
251462,
175679,Office
255954,Multifamily Housing
242605,Multifamily Housing
251686,K-12 School
254996,
113548,Multifamily Housing
251555,K-12 School
244073,Multifamily Housing
101681,Hospital (General Medical & Surgical)
250054,
237422,Multifamily Housing
256431,
251773,Supermarket/Grocery Store
251227,Office
256765,
105600,
174260,
243246,Multifamily Housing
101671,
251595,K-12 School
251341,Multifamily Housing
256847,Office
254984,Multifamily Housing
162360,K-12 School
251381,K-12 School
243929,Multifamily Housing
160434,
253973,Multifamily Housing
132207,Movie Theater
173715,Multifamily Housing
236480,Multifamily Housing
158630,Multifamily Housing
101527,Multifamily Housing
115942,
254327,Multifamily Housing
251263,Mixed Use Property
251224,Office
142710,Multifamily Housing
240299,Multifamily Housing
135620,
103594,Office
256080,Multifamily Housing
251499,K-12 School
100252,Multifamily Housing
113507,Multifamily Housing
102283,Hospital (General Medical & Surgical)
251498,K-12 School
159421,Multifamily Housing
137211,
160341,Multifamily Housing
100469,
156856,
101030,Multifamily Housing
251697,K-12 School
244099,Mixed Use Property
252059,Other - Entertainment/Public Assembly
251546,K-12 School
173642,Office
175294,Multifamily Housing
105288,
240953,Multifamily Housing
119071,Retail Store
251438,
101978,
256076,Multifamily Housing
132533,Mixed Use Property
160325,Multifamily Housing
158739,Multifamily Housing
114316,
160397,Multifamily Housing
256656,
256962,
254572,Multifamily Housing
251769,Office
251368,K-12 School
148904,
168367,Data Center
256782,Office
251554,K-12 School
173625,
157011,K-12 School
116066,Multifamily Housing
100317,Multifamily Housing
116550,
161305,
254181,Residence Hall/Dormitory
251574,K-12 School
255028,
252294,Multifamily Housing
251692,K-12 School
251755,K-12 School
255017,Multifamily Housing
101851,
116720,Senior Living Community
102160,
173632,
158651,Multifamily Housing
254978,Office
115046,Multifamily Housing
251568,K-12 School
172705,Multifamily Housing
172500,K-12 School
254107,
173915,
242633,Multifamily Housing
159740,Multifamily Housing
172551,
257000,Office
257040,
134835,
112300,
234823,Multifamily Housing
117535,
159980,Multifamily Housing
117814,
173863,
216479,Multifamily Housing
138605,
256435,
251321,College/University
251696,K-12 School
102838,Senior Living Community
251929,College/University
101828,
252030,
233890,Multifamily Housing
124312,
105441,
255919,Office
254152,
129621,
159745,Multifamily Housing
104206,Multifamily Housing
175887,Multifamily Housing
256709,Office
113668,Multifamily Housing
103314,Multifamily Housing
103643,Office
173835,Multifamily Housing
255091,
156413,
250041,
172221,Strip Mall
175981,Office
100485,Multifamily Housing
159123,Multifamily Housing
102544,
103312,
251477,
244311,Multifamily Housing
254355,
141170,Multifamily Housing
173618,Office
260032,Multifamily Housing
254114,Multifamily Housing
172670,
158438,Office
256553,Multifamily Housing
164517,Office
175595,Multifamily Housing
251556,K-12 School
250057,Outpatient Rehabilitation/Physical Therapy
175516,
255939,
174693,
117005,Multifamily Housing
256502,Residence Hall/Dormitory
227696,Multifamily Housing
159567,Multifamily Housing
250167,
101368,Strip Mall
157975,Multifamily Housing
101676,Office
103617,College/University
251666,K-12 School
256998,
160217,Hotel
119504,Multifamily Housing
251426,K-12 School
174228,
132489,Multifamily Housing
251254,Multifamily Housing
173858,
254062,Multifamily Housing
173719,K-12 School
256124,Office
250104,Multifamily Housing
101784,College/University
175601,
173763,Multifamily Housing
175454,Multifamily Housing
251669,K-12 School
134911,Office
236366,Multifamily Housing
242654,Multifamily Housing
159513,Multifamily Housing
254166,
256957,
102455,College/University
252328,Multifamily Housing
117067,Multifamily Housing
255945,Multifamily Housing
251911,K-12 School
256776,
175330,
131906,Senior Living Community
253986,
251621,K-12 School
119808,College/University
111038,Multifamily Housing
160184,Office
101919,
105044,
255957,Multifamily Housing
252018,Multifamily Housing
156772,
251465,K-12 School
240959,Multifamily Housing
114455,Multifamily Housing
251540,
254329,Multifamily Housing
260077,Multifamily Housing
175472,Multifamily Housing
101551,Convention Center
251671,
257042,
174123,Office
251790,
241042,Mixed Use Property
243108,Multifamily Housing
113706,Multifamily Housing
250111,Multifamily Housing
105551,Multifamily Housing
251863,K-12 School
251390,
105360,Multifamily Housing
251340,Hotel
251584,K-12 School
260127,College/University
253982,Multifamily Housing
256899,
101776,Hotel
175296,
254373,Multifamily Housing
157919,Residential Care Facility
210090,Residence Hall/Dormitory
175882,
103640,Office
175692,Multifamily Housing
251248,
175915,Strip Mall
175878,Multifamily Housing
101593,Multifamily Housing
101834,Office
251212,Office
175257,
128800,Office
244333,Multifamily Housing
101795,Office
113587,Multifamily Housing
102610,Multifamily Housing
107850,Office
172343,Retail Store
159800,Multifamily Housing
229057,Multifamily Housing
105936,Multifamily Housing
254011,Multifamily Housing
236031,Multifamily Housing
250075,Multifamily Housing
243636,Multifamily Housing
242950,Multifamily Housing
100418,K-12 School
251421,K-12 School
251765,Multifamily Housing
251259,Multifamily Housing
252084,
164460,K-12 School
252217,Fitness Center/Health Club/Gym
260074,Senior Living Community
101519,Senior Living Community
252080,Multifamily Housing
251919,Office
242732,Multifamily Housing
256568,
251210,Senior Living Community
101717,Office
251468,
256731,K-12 School
256427,
251552,
256560,
176022,Retail Store
172394,Office
251500,K-12 School
251272,
256745,K-12 School
104300,
256903,
173723,
174203,Multifamily Housing
102323,
103273,Multifamily Housing
175229,Multifamily Housing
173875,Multifamily Housing
173657,Hotel
137292,Residential Care Facility
241405,Multifamily Housing
156854,Multifamily Housing
256891,Multifamily Housing
160392,Multifamily Housing
103600,Office
103962,
252078,K-12 School
250150,Office
115775,
260042,Multifamily Housing
103681,
175232,Multifamily Housing
101907,Office
251628,
103692,Office
160277,Hotel
256856,
251695,
251763,Multifamily Housing
160300,Multifamily Housing
251738,
251903,
101958,Office
231536,Multifamily Housing
175995,
254169,
252060,Office
252320,Multifamily Housing
254059,
157618,Multifamily Housing
251702,
103766,Office
156573,
250131,Retail Store
256952,
103804,Office
159982,Multifamily Housing
254151,Multifamily Housing
106030,Multifamily Housing
251533,
156406,Office
109326,Multifamily Housing
164283,
119914,Wholesale Club/Supercenter
255934,Multifamily Housing
158426,Hotel
138379,
102487,Multifamily Housing
102435,Multifamily Housing
131633,Office
242563,Multifamily Housing
256770,
103626,Office
172617,
254512,Multifamily Housing
254343,Multifamily Housing
102285,Hospital (General Medical & Surgical)
240284,Multifamily Housing
137104,
119629,Supermarket/Grocery Store
175590,
254001,Multifamily Housing
256439,
113754,Multifamily Housing
177806,Multifamily Housing
172307,
251318,Supermarket/Grocery Store
243199,Multifamily Housing
251492,
147816,Multifamily Housing
251899,
255147,
172448,
116644,
160214,
251548,
254342,
103620,
136212,College/University
158958,
173961,Multifamily Housing
251416,K-12 School
250015,
158365,Hotel
159326,Multifamily Housing
254993,Multifamily Housing
251382,K-12 School
101794,
237018,Multifamily Housing
160422,Multifamily Housing
244318,Multifamily Housing
255027,Multifamily Housing
256081,Multifamily Housing
103731,Multifamily Housing
231520,Multifamily Housing
256889,
255016,Senior Living Community
175272,Multifamily Housing
254317,Multifamily Housing
101839,Office
100002,
251883,
251397,K-12 School
127079,Retail Store
100668,
159897,Multifamily Housing
200849,Multifamily Housing
238850,Multifamily Housing
253993,Multifamily Housing
159564,Multifamily Housing
252020,Multifamily Housing
116749,Multifamily Housing
255947,Multifamily Housing
101753,Office
238910,Multifamily Housing
141031,Multifamily Housing
252269,
251545,
242537,Multifamily Housing
148480,Multifamily Housing
172812,Multifamily Housing
244758,Multifamily Housing
239704,Multifamily Housing
124911,Strip Mall
102157,Office
256792,Multifamily Housing
173476,Worship Facility
256837,Office
101987,Office
256501,Multifamily Housing
101657,
106221,Multifamily Housing
120518,Residential Care Facility
240573,Multifamily Housing
251746,K-12 School
252266,Multifamily Housing
252286,Multifamily Housing
251238,Multifamily Housing
251716,
117367,
175223,Multifamily Housing
114543,Multifamily Housing
241533,Multifamily Housing
175347,Other - Public Services
134779,College/University
251333,College/University
250004,
103449,
125013,
252284,Multifamily Housing
175106,
130726,Multifamily Housing
254351,Multifamily Housing
104278,Multifamily Housing
251404,K-12 School
159738,Multifamily Housing
239695,Multifamily Housing
251487,K-12 School
251926,Multifamily Housing
103970,Multifamily Housing
251452,
254261,
121222,Multifamily Housing
253966,Senior Living Community
160264,Multifamily Housing
250078,Multifamily Housing
251626,K-12 School
105078,Multifamily Housing
243247,Multifamily Housing
121043,Office
251714,K-12 School
251252,Multifamily Housing
112834,Multifamily Housing
114282,Multifamily Housing
251279,
251532,K-12 School
230281,Multifamily Housing
251941,
160305,Multifamily Housing
250155,Office
118998,
242172,Multifamily Housing
160381,
250106,Multifamily Housing
159905,Multifamily Housing
168174,K-12 School
130168,Other - Specialty Hospital
251582,
260116,
172181,
254113,Multifamily Housing
251285,Mixed Use Property
175242,Multifamily Housing
117309,Senior Living Community
102946,
256810,Multifamily Housing
172708,Mixed Use Property
251625,K-12 School
100447,Office
173789,
101891,Office
161901,K-12 School
151285,Multifamily Housing
251447,
251685,
251241,Multifamily Housing
243692,Multifamily Housing
254534,Multifamily Housing
253988,
251777,Multifamily Housing
256892,Multifamily Housing
251710,
175329,Multifamily Housing
256793,Multifamily Housing
125543,
160244,Multifamily Housing
251642,K-12 School
254161,
254050,Multifamily Housing
101815,Multifamily Housing
175340,
251530,K-12 School
105858,Multifamily Housing
104095,
251891,K-12 School
252107,Performing Arts
114515,Multifamily Housing
102473,
115860,Multifamily Housing
172253,Residential Care Facility
101729,Financial Office
103739,Office
172795,
242643,Multifamily Housing
256882,Multifamily Housing
175580,Multifamily Housing
160137,
256559,Multifamily Housing
252071,Multifamily Housing
172114,
104267,
256791,
101869,Hotel
163380,Retail Store
251794,
172130,Multifamily Housing
175825,Multifamily Housing
175910,
